name	link	active	country	birthday	turnedPro	weight	height	lefty	oneHandedBackhand
"Glen Giovannoni"	"/en/players/glen-giovannoni/g067/"	FALSE	"RSA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Mark Groetsch"	"/en/players/mark-groetsch/g045/"	FALSE	"USA"	"1962.03.06"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Alvaro Jordan"	"/en/players/alvaro-jordan/j020/"	FALSE	"COL"	"1962.01.08"	NA	"75kg"	"185cm"	"Right-Handed"	"Unknown Backhand"
"Gary Lemon"	"/en/players/gary-lemon/l017/"	FALSE	"USA"	"1961.04.16"	NA	"81kg"	"191cm"	"Right-Handed"	"Unknown Backhand"
"Joe Leytze"	"/en/players/joe-leytze/l028/"	FALSE	"USA"	"1961.10.14"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Tadeu Luiz"	"/en/players/tadeu-luiz/l042/"	FALSE	"BRA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Denys Maasdorp"	"/en/players/denys-maasdorp/m002/"	FALSE	"RSA"	"1963.06.17"	NA	"79kg"	"183cm"	"Right-Handed"	"Unknown Backhand"
"David Macpherson"	"/en/players/david-macpherson/m004/"	FALSE	"AUS"	"1967.07.03"	"1985"	"64kg"	"175cm"	"Left-Handed"	"Unknown Backhand"
"Pablo Martin-Adalia"	"/en/players/pablo-martin-adalia/m021/"	FALSE	"ESP"	"1988.05.20"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Mauro Menezes"	"/en/players/mauro-menezes/m059/"	FALSE	"BRA"	"1963.07.27"	NA	"80kg"	"193cm"	"Right-Handed"	"Unknown Backhand"
"Marco Morales"	"/en/players/marco-morales/m087/"	FALSE	"CHI"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Ichiro Nakanishi"	"/en/players/ichiro-nakanishi/n004/"	FALSE	"JPN"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Richard O'Farrell"	"/en/players/richard-o'farrell/o001/"	FALSE	"AUS"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Alexandre Oncins"	"/en/players/alexandre-oncins/o013/"	FALSE	"BRA"	"1967.05.31"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Fernando Perez-Pascal"	"/en/players/fernando-perez-pascal/p023/"	FALSE	"MEX"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Lior Rusinek"	"/en/players/lior-rusinek/r050/"	FALSE	"USA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Jorge Salkeld"	"/en/players/jorge-salkeld/s007/"	FALSE	"PER"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Joshua Sarner"	"/en/players/joshua-sarner/s016/"	FALSE	"USA"	"1962.04.22"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Karsten Schulz"	"/en/players/karsten-schulz/s131/"	FALSE	"GER"	"1962.06.09"	NA	"81kg"	"183cm"	"Right-Handed"	"Unknown Backhand"
"Takayoshi Shibuya"	"/en/players/takayoshi-shibuya/s044/"	FALSE	"JPN"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Hitoshi Shirato"	"/en/players/hitoshi-shirato/s047/"	FALSE	"JPN"	"1958.10.19"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Horst Skoff"	"/en/players/horst-skoff/s055/"	FALSE	"AUT"	"1968.08.22"	"1985"	"73kg"	"175cm"	"Right-Handed"	"Unknown Backhand"
"Paul Smith"	"/en/players/paul-smith/s057/"	FALSE	"NZL"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Kerman Urresti"	"/en/players/kerman-urresti/u009/"	FALSE	"CHI"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Tian C. Viljoen"	"/en/players/tian-c.-viljoen/v041/"	FALSE	"RSA"	"1961.04.10"	NA	NA	"191cm"	"Right-Handed"	"Unknown Backhand"
"Darryl Weisz"	"/en/players/darryl-weisz/w012/"	FALSE	"RSA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Ivo Werner"	"/en/players/ivo-werner/w013/"	FALSE	"GER"	"1960.08.19"	NA	"73kg"	"180cm"	"Right-Handed"	"Unknown Backhand"
"Christopher Wolff"	"/en/players/christopher-wolff/w033/"	FALSE	"USA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Bobby Banck"	"/en/players/bobby-banck/b006/"	FALSE	"USA"	"1964.05.16"	NA	"58kg"	"165cm"	"Right-Handed"	"Unknown Backhand"
"Mike Baroch"	"/en/players/mike-baroch/b008/"	FALSE	"AUS"	"1966.06.01"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Charles Beckman"	"/en/players/charles-beckman/b027/"	FALSE	"USA"	"1965.03.01"	"1987"	"84kg"	"185cm"	"Right-Handed"	"Unknown Backhand"
"Marco Bellini"	"/en/players/marco-bellini/b033/"	FALSE	"ITA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Courtney Benham"	"/en/players/courtney-benham/b036/"	FALSE	"USA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Christian Bergstrom"	"/en/players/christian-bergstrom/b040/"	FALSE	"SWE"	"1967.07.19"	"1985"	"68kg"	"180cm"	"Right-Handed"	"Unknown Backhand"
"Bobby Blair"	"/en/players/bobby-blair/b047/"	FALSE	"USA"	"1964.10.24"	NA	"70kg"	"178cm"	"Right-Handed"	"Unknown Backhand"
"Fabio Bonetti"	"/en/players/fabio-bonetti/b055/"	FALSE	"ITA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Arafa Chekrouni"	"/en/players/arafa-chekrouni/c033/"	FALSE	"MAR"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Brett Custer"	"/en/players/brett-custer/c059/"	FALSE	"AUS"	"1968.04.01"	NA	"70kg"	"183cm"	"Right-Handed"	"Unknown Backhand"
"Karel Demuynck"	"/en/players/karel-demuynck/d011/"	FALSE	"BEL"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Mohamed Dlimi"	"/en/players/mohamed-dlimi/d032/"	FALSE	"MAR"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Tarek El Sakka"	"/en/players/tarek-el-sakka/e011/"	FALSE	"EGY"	NA	NA	"77kg"	"180cm"	"Right-Handed"	"Unknown Backhand"
"Jose Antonio Fernandez"	"/en/players/jose-antonio-fernandez/f014/"	FALSE	"CHI"	"1965.01.26"	"1980"	"60kg"	NA	"Right-Handed"	"One-Handed Backhand"
"Mark Greenan"	"/en/players/mark-greenan/g042/"	FALSE	"CAN"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Garth Haynes"	"/en/players/garth-haynes/h052/"	FALSE	"USA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Shoichi Horiuchi"	"/en/players/shoichi-horiuchi/h035/"	FALSE	"JPN"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Delayne Howell"	"/en/players/delayne-howell/h037/"	FALSE	"USA"	"1960.07.27"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Alejandro Lasaiques"	"/en/players/alejandro-lasaiques/l007/"	FALSE	"ARG"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Fernando Lleo"	"/en/players/fernando-lleo/l035/"	FALSE	"ESP"	"1966.09.25"	NA	"82kg"	"188cm"	"Right-Handed"	"Unknown Backhand"
"Sasa Mahr-Batuz"	"/en/players/sasa-mahr-batuz/m008/"	FALSE	"USA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Liviu Mancas"	"/en/players/liviu-mancas/m016/"	FALSE	"ROU"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Lasse Mannisto"	"/en/players/lasse-mannisto/m015/"	FALSE	"FIN"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Pedro Mari"	"/en/players/pedro-mari/m027/"	FALSE	"ESP"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Kaoru Maruyama"	"/en/players/kaoru-maruyama/m029/"	FALSE	"JPN"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Ramiro Montes"	"/en/players/ramiro-montes/m080/"	FALSE	"URU"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Fabio Moscino"	"/en/players/fabio-moscino/m091/"	FALSE	"ITA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Robert Nelson"	"/en/players/robert-nelson/n012/"	FALSE	"USA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Veli Paloheimo"	"/en/players/veli-paloheimo/p004/"	FALSE	"FIN"	"1967.12.13"	NA	"76kg"	"183cm"	"Right-Handed"	"Unknown Backhand"
"Mitch Perkins"	"/en/players/mitch-perkins/p020/"	FALSE	"CAN"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Michael Pumpr"	"/en/players/michael-pumpr/p054/"	FALSE	"CZE"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Yannick Quere"	"/en/players/yannick-quere/q001/"	FALSE	"FRA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Joey Rive"	"/en/players/joey-rive/r029/"	FALSE	"USA"	"1963.07.08"	"1985"	"82kg"	"185cm"	"Left-Handed"	"Unknown Backhand"
"Thomas Schaeck"	"/en/players/thomas-schaeck/s022/"	FALSE	"GER"	"1966.07.30"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Francois Servelle"	"/en/players/francois-servelle/s037/"	FALSE	"FRA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Wayne Sewall"	"/en/players/wayne-sewall/s039/"	FALSE	"USA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Nicholas Sido"	"/en/players/nicholas-sido/s049/"	FALSE	"FRA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Bill Stanley"	"/en/players/bill-stanley/s078/"	FALSE	"USA"	"1965.01.22"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Mark Styslinger"	"/en/players/mark-styslinger/s094/"	FALSE	"USA"	"1963.11.05"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Masaru Suishu"	"/en/players/masaru-suishu/s095/"	FALSE	"JPN"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Andrew Sznajder"	"/en/players/andrew-sznajder/s102/"	FALSE	"CAN"	"1967.05.25"	"1988"	"73kg"	"175cm"	"Right-Handed"	"Unknown Backhand"
"Gregoire Tournant"	"/en/players/gregoire-tournant/t026/"	FALSE	"FRA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Gerardo Vacarezza"	"/en/players/gerardo-vacarezza/v001/"	FALSE	"CHI"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Jean Van Rensburg"	"/en/players/jean-van-rensburg/v015/"	FALSE	"RSA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Johan Vekemans"	"/en/players/johan-vekemans/v020/"	FALSE	"NED"	"1964.06.12"	NA	"78kg"	"185cm"	"Right-Handed"	"Unknown Backhand"
"Craig Venter"	"/en/players/craig-venter/v023/"	FALSE	"RSA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Pasi Virtanen"	"/en/players/pasi-virtanen/v030/"	FALSE	"FIN"	"1964.11.24"	NA	"79kg"	"188cm"	"Right-Handed"	"Unknown Backhand"
"Marc Walder"	"/en/players/marc-walder/w004/"	FALSE	"SUI"	"1965.08.19"	NA	"75kg"	"183cm"	"Right-Handed"	"Unknown Backhand"
"Eric Wilborts"	"/en/players/eric-wilborts/w024/"	FALSE	"NED"	"1964.06.20"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Steve Wood"	"/en/players/steve-wood/w034/"	FALSE	"AUS"	"1962.06.25"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Marcos Vinicius Azevedo Silva"	"/en/players/marcos-vinicius-azevedo-silva/a041/"	FALSE	"BRA"	"1995.03.20"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Larry Barnett"	"/en/players/larry-barnett/b017/"	FALSE	"USA"	"1959.09.04"	NA	"66kg"	"178cm"	"Right-Handed"	"Unknown Backhand"
"Eddie Barretto"	"/en/players/eddie-barretto/b016/"	FALSE	"USA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Ken Barton"	"/en/players/ken-barton/b108/"	FALSE	"AUS"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Bob Blazekovic"	"/en/players/bob-blazekovic/b048/"	FALSE	"USA"	"1960.05.26"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Roberto Bloise"	"/en/players/roberto-bloise/b052/"	FALSE	"BRA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Doug Boswell"	"/en/players/doug-boswell/b062/"	FALSE	"USA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Anthony Burke"	"/en/players/anthony-burke/b081/"	FALSE	"AUS"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Stefano Carassai"	"/en/players/stefano-carassai/c015/"	FALSE	"ITA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Paul Chamberlin"	"/en/players/paul-chamberlin/c029/"	FALSE	"USA"	"1962.03.26"	NA	"73kg"	"178cm"	"Right-Handed"	"Unknown Backhand"
"Tom Csipkay"	"/en/players/tom-csipkay/c054/"	FALSE	"USA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Jose Demeterco"	"/en/players/jose-demeterco/d018/"	FALSE	"BRA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Miguel Dungo"	"/en/players/miguel-dungo/d047/"	FALSE	"PHI"	"1965.01.23"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Ted Erck"	"/en/players/ted-erck/e019/"	FALSE	"USA"	"1961.02.14"	NA	"86kg"	"193cm"	"Right-Handed"	"Unknown Backhand"
"Francois Errard"	"/en/players/francois-errard/e023/"	FALSE	"FRA"	"1967.09.10"	NA	"71kg"	"180cm"	"Right-Handed"	"Unknown Backhand"
"David Felgate"	"/en/players/david-felgate/f012/"	FALSE	"GBR"	"1964.03.19"	"1983"	"75kg"	"180cm"	"Right-Handed"	"One-Handed Backhand"
"Michele Fioroni"	"/en/players/michele-fioroni/f026/"	FALSE	"ITA"	"1965.02.16"	NA	"75kg"	"180cm"	"Right-Handed"	"One-Handed Backhand"
"Tomas Fort"	"/en/players/tomas-fort/f037/"	FALSE	NA	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Christian Geyer"	"/en/players/christian-geyer/g010/"	FALSE	"GER"	"1964.04.12"	NA	"72kg"	"183cm"	"Left-Handed"	"Unknown Backhand"
"Andy Gordon"	"/en/players/andy-gordon/g027/"	FALSE	"USA"	"1960.03.16"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Mark Hartnett"	"/en/players/mark-hartnett/h009/"	FALSE	"AUS"	NA	NA	NA	NA	"Left-Handed"	"Unknown Backhand"
"Armin Kopf"	"/en/players/armin-kopf/k018/"	FALSE	"GER"	"1963.04.23"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Edson Krause"	"/en/players/edson-krause/k020/"	FALSE	"BRA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Marc Krippendorf"	"/en/players/marc-krippendorf/k025/"	FALSE	"SUI"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Rick Leach"	"/en/players/rick-leach/l013/"	FALSE	"USA"	"1964.12.28"	"1987"	"84kg"	"188cm"	"Left-Handed"	"Unknown Backhand"
"Ranjit Mani"	"/en/players/ranjit-mani/m011/"	FALSE	"IND"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Danilo Marcelino"	"/en/players/danilo-marcelino/m028/"	FALSE	"BRA"	"1966.03.08"	"1986"	"81kg"	"193cm"	"Right-Handed"	"Unknown Backhand"
"Miguel Margets"	"/en/players/miguel-margets/m024/"	FALSE	"ESP"	"1961.04.20"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Kevin McClintic"	"/en/players/kevin-mcclintic/m044/"	FALSE	"USA"	"1960.12.01"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Patrick McEnroe"	"/en/players/patrick-mcenroe/m048/"	FALSE	"USA"	"1966.07.01"	"1988"	"73kg"	"183cm"	"Right-Handed"	"Unknown Backhand"
"Stephan Medem"	"/en/players/stephan-medem/m053/"	FALSE	"SUI"	"1960.04.02"	NA	"82kg"	"185cm"	"Left-Handed"	"Unknown Backhand"
"Luiz Muller"	"/en/players/luiz-muller/m095/"	FALSE	"BRA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Herman Pappas"	"/en/players/herman-pappas/p009/"	FALSE	"USA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Alberto Paris"	"/en/players/alberto-paris/p011/"	FALSE	"LUX"	"1965.04.05"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Fred Perrin"	"/en/players/fred-perrin/p017/"	FALSE	"USA"	"1963.09.23"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Claudio Pistolesi"	"/en/players/claudio-pistolesi/p037/"	FALSE	"ITA"	"1967.08.25"	"1985"	"76kg"	"180cm"	"Right-Handed"	"Unknown Backhand"
"Brad Properjohn"	"/en/players/brad-properjohn/p049/"	FALSE	"AUS"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Bruno Rafaitin"	"/en/players/bruno-rafaitin/r003/"	FALSE	"FRA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Stefan Reich"	"/en/players/stefan-reich/r015/"	FALSE	"GER"	"1961.05.04"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"John Rigas"	"/en/players/john-rigas/r024/"	FALSE	"GRE"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"James Rubin"	"/en/players/james-rubin/r047/"	FALSE	"USA"	"1960.08.29"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Alejandro Sanz"	"/en/players/alejandro-sanz/s013/"	FALSE	"ESP"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"David Shaw"	"/en/players/david-shaw/s040/"	FALSE	"GBR"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Rob Simon"	"/en/players/rob-simon/s050/"	FALSE	"NED"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Julian Stamatov"	"/en/players/julian-stamatov/s075/"	FALSE	"BUL"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Branislav Stankovic"	"/en/players/branislav-stankovic/s079/"	FALSE	"SVK"	"1965.05.30"	NA	"75kg"	"175cm"	"Right-Handed"	"Unknown Backhand"
"Christian Stefanescu"	"/en/players/christian-stefanescu/s083/"	FALSE	"ROU"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Alex Stepanek"	"/en/players/alex-stepanek/s086/"	FALSE	"GER"	"1963.07.11"	NA	"73kg"	"180cm"	"Right-Handed"	"Unknown Backhand"
"Doug Stone"	"/en/players/doug-stone/s089/"	FALSE	"USA"	"1961.10.10"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Kiyotaka Tachibana"	"/en/players/kiyotaka-tachibana/t001/"	FALSE	"JPN"	"1960.02.02"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Martin Valenti"	"/en/players/martin-valenti/v003/"	FALSE	"ESP"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Dirk Vestweber"	"/en/players/dirk-vestweber/v025/"	FALSE	"GER"	"1960.02.13"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Randy Vigmostad"	"/en/players/randy-vigmostad/v027/"	FALSE	"USA"	"1964.04.02"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Paulo Wildmann"	"/en/players/paulo-wildmann/w018/"	FALSE	"BRA"	"1976.03.20"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Todd Witsken"	"/en/players/todd-witsken/w029/"	FALSE	"USA"	"1963.11.04"	"1985"	"79kg"	"183cm"	"Right-Handed"	"Unknown Backhand"
"Ron Woodbridge"	"/en/players/ron-woodbridge/w036/"	FALSE	"AUS"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Toru Yonezawa"	"/en/players/toru-yonezawa/y001/"	FALSE	"JPN"	"1958.10.31"	NA	"79kg"	"188cm"	"Right-Handed"	"Unknown Backhand"
"Tomer Zimmerman"	"/en/players/tomer-zimmerman/z004/"	FALSE	"ISR"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Archie Adams"	"/en/players/archie-adams/a003/"	FALSE	"AUS"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Murri Ajibade"	"/en/players/murri-ajibade/a008/"	FALSE	"NGR"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Rotimi Akinloye"	"/en/players/rotimi-akinloye/a010/"	FALSE	"NGR"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Babatunde Akinola"	"/en/players/babatunde-akinola/a011/"	FALSE	"NGR"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Greg Amaya"	"/en/players/greg-amaya/a046/"	FALSE	"USA"	"1960.08.23"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Orlando Amen"	"/en/players/orlando-amen/a045/"	FALSE	"NGR"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Joseph Annan"	"/en/players/joseph-annan/a026/"	FALSE	"NGR"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Alex Antonitsch"	"/en/players/alex-antonitsch/a028/"	FALSE	"AUT"	"1966.02.08"	"1988"	"85kg"	"188cm"	"Right-Handed"	"Unknown Backhand"
"Edoardo Artaldi"	"/en/players/edoardo-artaldi/a036/"	FALSE	"ITA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Genady Avdeev"	"/en/players/genady-avdeev/a038/"	FALSE	NA	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Mark Basham"	"/en/players/mark-basham/b020/"	FALSE	"USA"	"1962.04.24"	"1986"	"64kg"	"175cm"	"Left-Handed"	"Unknown Backhand"
"Robert Baumgartner"	"/en/players/robert-baumgartner/b024/"	FALSE	"GER"	"1955.03.11"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Stephan Bienz"	"/en/players/stephan-bienz/b045/"	FALSE	"SUI"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Mark Blincow"	"/en/players/mark-blincow/b050/"	FALSE	"GBR"	"1961.07.01"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Clifford Bloxham"	"/en/players/clifford-bloxham/b110/"	FALSE	"GBR"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Witnand Boom"	"/en/players/witnand-boom/b057/"	FALSE	"IND"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Ulf Borjesson"	"/en/players/ulf-borjesson/b112/"	FALSE	"SWE"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Dean Botha"	"/en/players/dean-botha/b063/"	FALSE	"RSA"	"1964.03.30"	NA	"70kg"	"175cm"	"Right-Handed"	"Unknown Backhand"
"Alain Boucher"	"/en/players/alain-boucher/b067/"	FALSE	"BEL"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Youssef Bouzidi"	"/en/players/youssef-bouzidi/b065/"	FALSE	"MAR"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Craig Boynton"	"/en/players/craig-boynton/b068/"	FALSE	"USA"	"1964.06.19"	NA	"79kg"	"183cm"	"Right-Handed"	"Unknown Backhand"
"Eric Brawerman"	"/en/players/eric-brawerman/b100/"	FALSE	"BEL"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Nick Brown"	"/en/players/nick-brown/b113/"	FALSE	"GBR"	"1961.09.03"	NA	"82kg"	"191cm"	"Right-Handed"	"Unknown Backhand"
"Mario Calautti"	"/en/players/mario-calautti/c003/"	FALSE	"ITA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Victor Caldarelli"	"/en/players/victor-caldarelli/c004/"	FALSE	"URU"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Ricardo Camargo"	"/en/players/ricardo-camargo/c008/"	FALSE	"BRA"	"1968.05.14"	NA	"70kg"	"180cm"	"Right-Handed"	"Unknown Backhand"
"Ivan Camus"	"/en/players/ivan-camus/c007/"	FALSE	"CHI"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Bruno Capineri"	"/en/players/bruno-capineri/c014/"	FALSE	"ITA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Morten Christensen"	"/en/players/morten-christensen/c034/"	FALSE	"DEN"	"1965.06.15"	NA	"82kg"	"191cm"	"Right-Handed"	"Unknown Backhand"
"Guillermo Corti"	"/en/players/guillermo-corti/c047/"	FALSE	"ARG"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Marcelo Cubas"	"/en/players/marcelo-cubas/c056/"	FALSE	"ARG"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Rogerio Cypriano"	"/en/players/rogerio-cypriano/c060/"	FALSE	"BRA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Johan Dahlberg"	"/en/players/johan-dahlberg/d003/"	FALSE	"SWE"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Samie De Necker"	"/en/players/samie-de-necker/d062/"	FALSE	"RSA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Johan De Preter"	"/en/players/johan-de-preter/d020/"	FALSE	"BEL"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Arnaud Decugis"	"/en/players/arnaud-decugis/d013/"	FALSE	"FRA"	"1958.03.25"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Jose Delafuente"	"/en/players/jose-delafuente/d014/"	FALSE	"ESP"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Necvet Demir"	"/en/players/necvet-demir/d017/"	FALSE	"TUR"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Gary Donnelly"	"/en/players/gary-donnelly/d034/"	FALSE	"USA"	"1962.06.03"	NA	"82kg"	"191cm"	"Right-Handed"	"Unknown Backhand"
"Morees Dubruyn"	"/en/players/morees-dubruyn/d043/"	FALSE	"RSA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"David Egdes"	"/en/players/david-egdes/e008/"	FALSE	"RSA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Stefan Eggmayer"	"/en/players/stefan-eggmayer/e009/"	FALSE	"GER"	"1964.02.29"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Hakan Ekwall"	"/en/players/hakan-ekwall/e010/"	FALSE	"SWE"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"R. Elangovan"	"/en/players/r.-elangovan/e034/"	FALSE	"IND"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
